"MES_ANO";"UF";"Municipio_N";"Diagnostico_N";"QUANTIDADE"
"2007-01-01";"RO";11;2;16
"2007-01-01";"RO";39;2;18
"2008-01-01";"RO";11;2;132
"2009-01-01";"RO";11;2;567
"2011-01-01";"RO";8;2;3
"2012-01-01";"RO";27;2;1
"2012-01-01";"RO";21;2;391
"2012-01-01";"RO";13;2;2
"2012-01-01";"RO";39;2;260
"2013-01-01";"RO";40;2;1
"2013-01-01";"RO";39;2;128
"2014-01-01";"RO";16;2;430
"2014-01-01";"RO";11;2;69
"2017-01-01";"RO";49;2;11
"2018-01-01";"RO";17;2;2
"2018-01-01";"RO";13;2;1
"2018-01-01";"RO";12;2;2
"2018-01-01";"RO";50;2;13
"2018-01-01";"RO";39;2;75
"2020-01-01";"RO";11;2;1
"2007-02-01";"RO";11;2;29
"2007-02-01";"RO";39;2;27
"2008-02-01";"RO";16;2;752
"2009-02-01";"RO";16;2;2116
"2009-02-01";"RO";11;2;249
"2011-02-01";"RO";16;2;650
"2012-02-01";"RO";40;2;1
"2013-02-01";"RO";39;2;65
"2013-02-01";"RO";3;2;1
"2014-02-01";"RO";21;2;166
"2014-02-01";"RO";3;2;2
"2015-02-01";"RO";20;2;1
"2015-02-01";"RO";11;2;125
"2017-02-01";"RO";13;2;1
"2017-02-01";"RO";16;2;75
"2018-02-01";"RO";21;2;149
"2018-02-01";"RO";35;2;3
"2018-02-01";"RO";39;2;103
"2019-02-01";"RO";49;2;2
"2020-02-01";"RO";49;2;1
"2008-03-01";"RO";21;2;210
"2009-03-01";"RO";13;2;3
"2009-03-01";"RO";39;2;600
"2011-03-01";"RO";40;2;1
"2011-03-01";"RO";39;2;435
"2012-03-01";"RO";41;2;3
"2012-03-01";"RO";39;2;267
"2013-03-01";"RO";16;2;41
"2014-03-01";"RO";16;2;301
"2015-03-01";"RO";13;2;2
"2016-03-01";"RO";5;2;1
"2016-03-01";"RO";11;2;57
"2016-03-01";"RO";1;2;2
"2017-03-01";"RO";49;2;127
"2017-03-01";"RO";39;2;22
"2018-03-01";"RO";24;2;5
"2018-03-01";"RO";49;2;12
"2018-03-01";"RO";35;2;2
"2019-03-01";"RO";23;2;3
"2019-03-01";"RO";12;2;5
"2007-04-01";"RO";36;2;2
"2008-04-01";"RO";39;2;51
"2009-04-01";"RO";3;2;2
"2010-04-01";"RO";51;2;110
"2010-04-01";"RO";44;2;3
"2012-04-01";"RO";36;2;1
"2013-04-01";"RO";16;2;230
"2014-04-01";"RO";39;2;97
"2015-04-01";"RO";51;2;1
"2017-04-01";"RO";21;2;392
"2017-04-01";"RO";23;2;1
"2017-04-01";"RO";35;2;1
"2018-04-01";"RO";16;2;47
"2019-04-01";"RO";24;2;5
"2019-04-01";"RO";21;2;1049
"2019-04-01";"RO";40;2;5
"2019-04-01";"RO";49;2;1
"2019-04-01";"RO";39;2;688
"2006-05-01";"RO";39;2;9
"2007-05-01";"RO";39;2;56
"2008-05-01";"RO";39;2;214
"2009-05-01";"RO";11;2;580
"2010-05-01";"RO";43;2;1
"2012-05-01";"RO";19;2;1
"2012-05-01";"RO";39;2;192
"2013-05-01";"RO";48;2;1
"2013-05-01";"RO";1;2;2
"2014-05-01";"RO";41;2;1
"2014-05-01";"RO";13;2;1
"2015-05-01";"RO";24;2;1
"2015-05-01";"RO";11;2;55
"2015-05-01";"RO";4;2;1
"2016-05-01";"RO";11;2;1
"2016-05-01";"RO";1;2;3
"2017-05-01";"RO";16;2;100
"2018-05-01";"RO";5;2;1
"2018-05-01";"RO";12;2;7
"2019-05-01";"RO";40;2;5
"2019-05-01";"RO";11;2;855
"2008-06-01";"RO";11;2;389
"2009-06-01";"RO";13;2;4
"2009-06-01";"RO";32;2;1
"2009-06-01";"RO";3;2;1
"2010-06-01";"RO";45;2;1
"2010-06-01";"RO";29;2;3
"2010-06-01";"RO";39;2;1040
"2011-06-01";"RO";26;2;4
"2011-06-01";"RO";16;2;876
"2012-06-01";"RO";40;2;2
"2012-06-01";"RO";39;2;388
"2012-06-01";"RO";3;2;1
"2013-06-01";"RO";21;2;73
"2013-06-01";"RO";40;2;2
"2014-06-01";"RO";13;2;1
"2014-06-01";"RO";40;2;2
"2016-06-01";"RO";11;2;57
"2017-06-01";"RO";36;2;1
"2018-06-01";"RO";16;2;154
"2018-06-01";"RO";51;2;1
"2019-06-01";"RO";17;2;1
"2019-06-01";"RO";33;2;1
"2006-07-01";"RO";21;2;75
"2006-07-01";"RO";39;2;7
"2007-07-01";"RO";11;2;5
"2009-07-01";"RO";11;2;539
"2010-07-01";"RO";40;2;6
"2010-07-01";"RO";11;2;343
"2011-07-01";"RO";17;2;7
"2012-07-01";"RO";19;2;1
"2012-07-01";"RO";13;2;3
"2013-07-01";"RO";41;2;2
"2013-07-01";"RO";1;2;3
"2015-07-01";"RO";1;2;20
"2015-07-01";"RO";3;2;1
"2017-07-01";"RO";21;2;53
"2017-07-01";"RO";10;2;1
"2017-07-01";"RO";26;2;2
"2017-07-01";"RO";1;2;6
"2018-07-01";"RO";41;2;6
"2018-07-01";"RO";5;2;3
"2018-07-01";"RO";11;2;10
"2018-07-01";"RO";39;2;52
"2019-07-01";"RO";21;2;4138
"2019-07-01";"RO";52;2;1
"2006-08-01";"RO";51;2;16
"2007-08-01";"RO";49;2;12
"2009-08-01";"RO";12;2;1
"2009-08-01";"RO";36;2;136
"2012-08-01";"RO";26;2;2
"2012-08-01";"RO";39;2;561
"2013-08-01";"RO";21;2;313
"2013-08-01";"RO";16;2;437
"2014-08-01";"RO";39;2;203
"2015-08-01";"RO";13;2;3
"2015-08-01";"RO";5;2;2
"2017-08-01";"RO";20;2;2
"2018-08-01";"RO";21;2;26
"2018-08-01";"RO";26;2;6
"2019-08-01";"RO";21;2;385
"2019-08-01";"RO";13;2;7
"2019-08-01";"RO";14;2;3
"2019-08-01";"RO";5;2;1
"2019-08-01";"RO";11;2;4
"2006-09-01";"RO";21;2;100
"2006-09-01";"RO";10;2;9
"2010-09-01";"RO";8;2;1
"2010-09-01";"RO";14;2;1
"2010-09-01";"RO";3;2;1
"2011-09-01";"RO";40;2;1
"2011-09-01";"RO";39;2;46
"2011-09-01";"RO";42;2;1
"2011-09-01";"RO";3;2;1
"2012-09-01";"RO";8;2;1
"2012-09-01";"RO";21;2;194
"2012-09-01";"RO";40;2;2
"2013-09-01";"RO";11;2;39
"2015-09-01";"RO";17;2;1
"2015-09-01";"RO";21;2;69
"2015-09-01";"RO";16;2;169
"2015-09-01";"RO";3;2;1
"2016-09-01";"RO";21;2;28
"2017-09-01";"RO";17;2;3
"2017-09-01";"RO";12;2;2
"2017-09-01";"RO";1;2;6
"2017-09-01";"RO";36;2;1
"2018-09-01";"RO";29;2;6
"2018-09-01";"RO";6;2;1
"2018-09-01";"RO";48;2;2
"2018-09-01";"RO";11;2;7
"2018-09-01";"RO";36;2;1
"2018-09-01";"RO";22;2;1
"2019-09-01";"RO";8;2;2
"2019-09-01";"RO";24;2;2
"2019-09-01";"RO";13;2;20
"2019-09-01";"RO";26;2;5
"2019-09-01";"RO";11;2;4
"2007-10-01";"RO";21;2;107
"2007-10-01";"RO";10;2;2
"2007-10-01";"RO";16;2;413
"2007-10-01";"RO";2;2;5
"2008-10-01";"RO";13;2;1
"2008-10-01";"RO";16;2;2541
"2009-10-01";"RO";34;2;1
"2009-10-01";"RO";3;2;1
"2010-10-01";"RO";16;2;1705
"2011-10-01";"RO";13;2;8
"2012-10-01";"RO";26;2;9
"2013-10-01";"RO";13;2;3
"2014-10-01";"RO";21;2;312
"2014-10-01";"RO";10;2;1
"2014-10-01";"RO";5;2;1
"2014-10-01";"RO";12;2;1
"2017-10-01";"RO";50;2;11
"2018-10-01";"RO";23;2;2
"2018-10-01";"RO";13;2;18
"2018-10-01";"RO";40;2;6
"2018-10-01";"RO";26;2;3
"2018-10-01";"RO";16;2;16
"2018-10-01";"RO";11;2;12
"2018-10-01";"RO";1;2;1
"2018-10-01";"RO";36;2;2
"2019-10-01";"RO";8;2;2
"2007-11-01";"RO";21;2;250
"2008-11-01";"RO";39;2;94
"2009-11-01";"RO";26;2;9
"2010-11-01";"RO";21;2;1268
"2011-11-01";"RO";17;2;3
"2011-11-01";"RO";21;2;361
"2011-11-01";"RO";40;2;1
"2011-11-01";"RO";39;2;117
"2012-11-01";"RO";29;2;1
"2013-11-01";"RO";41;2;1
"2013-11-01";"RO";13;2;3
"2013-11-01";"RO";11;2;51
"2013-11-01";"RO";1;2;3
"2014-11-01";"RO";13;2;10
"2014-11-01";"RO";12;2;1
"2015-11-01";"RO";1;2;4
"2016-11-01";"RO";8;2;1
"2016-11-01";"RO";17;2;2
"2016-11-01";"RO";41;2;1
"2017-11-01";"RO";29;2;1
"2017-11-01";"RO";15;2;1
"2018-11-01";"RO";17;2;4
"2018-11-01";"RO";24;2;7
"2018-11-01";"RO";40;2;2
"2018-11-01";"RO";43;2;1
"2018-11-01";"RO";11;2;4
"2018-11-01";"RO";7;2;1
"2019-11-01";"RO";41;2;16
"2005-12-01";"RO";16;2;874
"2006-12-01";"RO";39;2;16
"2007-12-01";"RO";26;2;1
"2008-12-01";"RO";13;2;7
"2009-12-01";"RO";21;2;457
"2009-12-01";"RO";44;2;4
"2010-12-01";"RO";21;2;1170
"2010-12-01";"RO";9;2;1
"2010-12-01";"RO";4;2;1
"2010-12-01";"RO";52;2;2
"2011-12-01";"RO";17;2;2
"2012-12-01";"RO";8;2;1
"2013-12-01";"RO";10;2;1
"2013-12-01";"RO";16;2;813
"2016-12-01";"RO";24;2;1
"2016-12-01";"RO";21;2;52
"2017-12-01";"RO";8;2;1
"2017-12-01";"RO";21;2;126
"2017-12-01";"RO";50;2;4
"2018-12-01";"RO";21;2;28
"2018-12-01";"RO";16;2;15
"2019-12-01";"RO";26;2;4
"2019-12-01";"RO";3;2;3
"2006-01-01";"RO";36;2;4
"2008-01-01";"RO";36;2;15
"2008-01-01";"RO";39;2;31
"2009-01-01";"RO";39;2;119
"2010-01-01";"RO";26;2;1
"2010-01-01";"RO";31;2;5
"2012-01-01";"RO";17;2;5
"2012-01-01";"RO";3;2;1
"2013-01-01";"RO";12;2;2
"2014-01-01";"RO";1;2;2
"2015-01-01";"RO";16;2;454
"2015-01-01";"RO";39;2;111
"2017-01-01";"RO";16;2;31
"2019-01-01";"RO";21;2;6
"2019-01-01";"RO";33;2;1
"2008-02-01";"RO";2;2;5
"2008-02-01";"RO";39;2;184
"2009-02-01";"RO";9;2;1
"2009-02-01";"RO";39;2;771
"2010-02-01";"RO";11;2;413
"2011-02-01";"RO";8;2;3
"2011-02-01";"RO";40;2;2
"2011-02-01";"RO";26;2;5
"2012-02-01";"RO";11;2;38
"2013-02-01";"RO";40;2;3
"2014-02-01";"RO";17;2;2
"2015-02-01";"RO";30;2;1
"2015-02-01";"RO";44;2;1
"2016-02-01";"RO";49;2;7
"2017-02-01";"RO";10;2;2
"2017-02-01";"RO";12;2;3
"2018-02-01";"RO";13;2;1
"2019-02-01";"RO";24;2;1
"2019-02-01";"RO";29;2;3
"2019-02-01";"RO";26;2;9
"2007-03-01";"RO";39;2;60
"2009-03-01";"RO";50;2;1
"2010-03-01";"RO";49;2;70
"2011-03-01";"RO";8;2;2
"2012-03-01";"RO";40;2;2
"2013-03-01";"RO";29;2;1
"2016-03-01";"RO";21;2;132
"2016-03-01";"RO";13;2;1
"2016-03-01";"RO";40;2;1
"2016-03-01";"RO";16;2;120
"2017-03-01";"RO";24;2;4
"2017-03-01";"RO";21;2;31
"2017-03-01";"RO";2;2;1
"2017-03-01";"RO";3;2;1
"2018-03-01";"RO";23;2;3
"2018-03-01";"RO";40;2;6
"2018-03-01";"RO";26;2;2
"2018-03-01";"RO";50;2;4
"2019-03-01";"RO";17;2;1
"2019-03-01";"RO";24;2;2
"2019-03-01";"RO";21;2;14
"2019-03-01";"RO";6;2;1
"2019-03-01";"RO";51;2;5
"2007-04-01";"RO";16;2;228
"2007-04-01";"RO";11;2;38
"2008-04-01";"RO";13;2;3
"2008-04-01";"RO";26;2;1
"2009-04-01";"RO";17;2;2
"2009-04-01";"RO";40;2;2
"2009-04-01";"RO";44;2;1
"2010-04-01";"RO";31;2;1
"2012-04-01";"RO";11;2;116
"2013-04-01";"RO";41;2;2
"2013-04-01";"RO";3;2;2
"2014-04-01";"RO";11;2;48
"2014-04-01";"RO";12;2;2
"2015-04-01";"RO";6;2;1
"2016-04-01";"RO";26;2;1
"2016-04-01";"RO";2;2;1
"2017-04-01";"RO";8;2;1
"2017-04-01";"RO";31;2;1
"2017-04-01";"RO";11;2;7
"2018-04-01";"RO";27;2;1
"2018-04-01";"RO";11;2;22
"2018-04-01";"RO";36;2;1
"2018-04-01";"RO";39;2;37
"2019-04-01";"RO";29;2;3
"2019-04-01";"RO";16;2;944
"2019-04-01";"RO";12;2;4
"2019-04-01";"RO";36;2;2
"2006-05-01";"RO";16;2;308
"2008-05-01";"RO";49;2;7
"2009-05-01";"RO";16;2;1726
"2010-05-01";"RO";29;2;3
"2011-05-01";"RO";17;2;1
"2011-05-01";"RO";26;2;4
"2012-05-01";"RO";40;2;2
"2012-05-01";"RO";11;2;65
"2013-05-01";"RO";26;2;3
"2013-05-01";"RO";14;2;1
"2014-05-01";"RO";6;2;1
"2014-05-01";"RO";5;2;1
"2017-05-01";"RO";13;2;2
"2017-05-01";"RO";49;2;21
"2018-05-01";"RO";9;2;1
"2018-05-01";"RO";51;2;9
"2019-05-01";"RO";24;2;3
"2019-05-01";"RO";26;2;4
"2019-05-01";"RO";51;2;106
"2009-06-01";"RO";10;2;1
"2010-06-01";"RO";49;2;182
"2010-06-01";"RO";33;2;1
"2011-06-01";"RO";17;2;5
"2011-06-01";"RO";42;2;2
"2013-06-01";"RO";26;2;3
"2013-06-01";"RO";39;2;126
"2015-06-01";"RO";10;2;1
"2016-06-01";"RO";10;2;1
"2016-06-01";"RO";1;2;7
"2017-06-01";"RO";2;2;1
"2017-06-01";"RO";1;2;2
"2018-06-01";"RO";26;2;13
"2018-06-01";"RO";12;2;3
"2018-06-01";"RO";1;2;1
"2018-06-01";"RO";52;2;2
"2019-06-01";"RO";45;2;1
"2019-06-01";"RO";13;2;2
"2019-06-01";"RO";50;2;235
"2007-07-01";"RO";6;2;2
"2007-07-01";"RO";5;2;2
"2007-07-01";"RO";39;2;77
"2009-07-01";"RO";19;2;1
"2009-07-01";"RO";49;2;109
"2009-07-01";"RO";35;2;1
"2009-07-01";"RO";50;2;1
"2010-07-01";"RO";26;2;6
"2010-07-01";"RO";50;2;1
"2012-07-01";"RO";21;2;559
"2013-07-01";"RO";10;2;1
"2013-07-01";"RO";11;2;46
"2013-07-01";"RO";39;2;79
"2015-07-01";"RO";13;2;1
"2015-07-01";"RO";37;2;1
"2015-07-01";"RO";39;2;347
"2016-07-01";"RO";21;2;44
"2016-07-01";"RO";51;2;7
"2017-07-01";"RO";29;2;1
"2017-07-01";"RO";13;2;9
"2017-07-01";"RO";3;2;2
"2018-07-01";"RO";17;2;3
"2018-07-01";"RO";23;2;2
"2018-07-01";"RO";12;2;14
"2018-07-01";"RO";7;2;1
"2018-07-01";"RO";25;2;1
"2019-07-01";"RO";28;2;2
"2019-07-01";"RO";9;2;1
"2019-07-01";"RO";35;2;1
"2019-07-01";"RO";11;2;2358
"2007-08-01";"RO";16;2;395
"2007-08-01";"RO";39;2;9
"2009-08-01";"RO";21;2;234
"2010-08-01";"RO";39;2;577
"2013-08-01";"RO";40;2;1
"2013-08-01";"RO";26;2;1
"2013-08-01";"RO";12;2;1
"2014-08-01";"RO";21;2;132
"2017-08-01";"RO";21;2;75
"2017-08-01";"RO";26;2;1
"2017-08-01";"RO";16;2;204
"2017-08-01";"RO";49;2;11
"2018-08-01";"RO";8;2;1
"2018-08-01";"RO";19;2;2
"2018-08-01";"RO";29;2;1
"2018-08-01";"RO";22;2;1
"2019-08-01";"RO";26;2;6
"2019-08-01";"RO";12;2;3
"2019-08-01";"RO";36;2;1
"2006-09-01";"RO";23;2;1
"2006-09-01";"RO";11;2;28
"2006-09-01";"RO";36;2;6
"2007-09-01";"RO";11;2;15
"2010-09-01";"RO";21;2;898
"2010-09-01";"RO";13;2;9
"2010-09-01";"RO";42;2;4
"2010-09-01";"RO";51;2;128
"2011-09-01";"RO";21;2;436
"2011-09-01";"RO";13;2;3
"2011-09-01";"RO";26;2;1
"2011-09-01";"RO";16;2;609
"2011-09-01";"RO";12;2;1
"2012-09-01";"RO";26;2;8
"2013-09-01";"RO";1;2;3
"2014-09-01";"RO";40;2;1
"2015-09-01";"RO";11;2;42
"2016-09-01";"RO";3;2;1
"2017-09-01";"RO";13;2;5
"2017-09-01";"RO";50;2;3
"2017-09-01";"RO";51;2;5
"2018-09-01";"RO";24;2;2
"2018-09-01";"RO";49;2;1
"2018-09-01";"RO";3;2;6
"2019-09-01";"RO";33;2;1
"2019-09-01";"RO";39;2;2
"2006-10-01";"RO";51;2;29
"2007-10-01";"RO";30;2;6
"2007-10-01";"RO";49;2;22
"2007-10-01";"RO";1;2;44
"2007-10-01";"RO";36;2;18
"2008-10-01";"RO";49;2;57
"2010-10-01";"RO";8;2;1
"2010-10-01";"RO";17;2;10
"2010-10-01";"RO";41;2;4
"2010-10-01";"RO";21;2;1071
"2012-10-01";"RO";16;2;81
"2012-10-01";"RO";3;2;3
"2015-10-01";"RO";1;2;1
"2015-10-01";"RO";3;2;1
"2017-10-01";"RO";13;2;7
"2017-10-01";"RO";11;2;62
"2018-10-01";"RO";45;2;1
"2018-10-01";"RO";29;2;14
"2018-10-01";"RO";35;2;3
"2019-10-01";"RO";41;2;14
"2019-10-01";"RO";11;2;1
"2006-11-01";"RO";11;2;38
"2006-11-01";"RO";51;2;18
"2007-11-01";"RO";11;2;124
"2008-11-01";"RO";36;2;95
"2009-11-01";"RO";40;2;1
"2009-11-01";"RO";39;2;554
"2010-11-01";"RO";41;2;3
"2010-11-01";"RO";29;2;1
"2010-11-01";"RO";11;2;128
"2010-11-01";"RO";51;2;1
"2011-11-01";"RO";13;2;10
"2011-11-01";"RO";26;2;4
"2012-11-01";"RO";21;2;110
"2013-11-01";"RO";12;2;1
"2016-11-01";"RO";23;2;1
"2017-11-01";"RO";17;2;2
"2017-11-01";"RO";13;2;1
"2017-11-01";"RO";14;2;1
"2018-11-01";"RO";30;2;2
"2018-11-01";"RO";21;2;19
"2018-11-01";"RO";29;2;6
"2019-11-01";"RO";13;2;13
"2006-12-01";"RO";16;2;354
"2007-12-01";"RO";13;2;1
"2008-12-01";"RO";26;2;2
"2009-12-01";"RO";16;2;1479
"2009-12-01";"RO";49;2;117
"2009-12-01";"RO";36;2;1
"2010-12-01";"RO";26;2;3
"2010-12-01";"RO";33;2;4
"2010-12-01";"RO";39;2;697
"2011-12-01";"RO";16;2;426
"2011-12-01";"RO";39;2;156
"2012-12-01";"RO";21;2;204
"2012-12-01";"RO";40;2;2
"2012-12-01";"RO";16;2;46
"2013-12-01";"RO";13;2;5
"2013-12-01";"RO";5;2;1
"2013-12-01";"RO";1;2;1
"2013-12-01";"RO";39;2;196
"2014-12-01";"RO";17;2;1
"2014-12-01";"RO";39;2;168
"2015-12-01";"RO";21;2;39
"2016-12-01";"RO";10;2;1
"2016-12-01";"RO";12;2;3
"2017-12-01";"RO";17;2;1
"2018-12-01";"RO";41;2;1
"2018-12-01";"RO";29;2;2
"2018-12-01";"RO";11;2;15
"2018-12-01";"RO";52;2;1
"2019-12-01";"RO";12;2;6
"2006-01-01";"RO";11;2;15
"2007-01-01";"RO";21;2;55
"2009-01-01";"RO";40;2;1
"2009-01-01";"RO";49;2;159
"2010-01-01";"RO";44;2;3
"2011-01-01";"RO";40;2;4
"2012-01-01";"RO";26;2;7
"2012-01-01";"RO";16;2;575
"2012-01-01";"RO";11;2;100
"2013-01-01";"RO";41;2;2
"2013-01-01";"RO";1;2;3
"2014-01-01";"RO";8;2;1
"2014-01-01";"RO";21;2;292
"2014-01-01";"RO";26;2;7
"2015-01-01";"RO";1;2;6
"2016-01-01";"RO";23;2;1
"2018-01-01";"RO";21;2;89
"2019-01-01";"RO";41;2;1
"2019-01-01";"RO";29;2;1
"2019-01-01";"RO";40;2;1
"2007-02-01";"RO";1;2;1
"2008-02-01";"RO";49;2;46
"2008-02-01";"RO";11;2;40
"2009-02-01";"RO";26;2;5
"2009-02-01";"RO";36;2;80
"2010-02-01";"RO";49;2;71
"2011-02-01";"RO";11;2;164
"2012-02-01";"RO";8;2;3
"2012-02-01";"RO";13;2;6
"2013-02-01";"RO";21;2;142
"2013-02-01";"RO";31;2;1
"2014-02-01";"RO";24;2;1
"2014-02-01";"RO";26;2;2
"2014-02-01";"RO";1;2;1
"2015-02-01";"RO";24;2;1
"2017-02-01";"RO";8;2;1
"2017-02-01";"RO";42;2;1
"2018-02-01";"RO";17;2;1
"2018-02-01";"RO";24;2;1
"2018-02-01";"RO";28;2;2
"2019-02-01";"RO";3;2;19
"2008-03-01";"RO";26;2;1
"2008-03-01";"RO";14;2;2
"2009-03-01";"RO";21;2;320
"2011-03-01";"RO";16;2;1423
"2012-03-01";"RO";21;2;426
"2014-03-01";"RO";26;2;1
"2014-03-01";"RO";11;2;21
"2014-03-01";"RO";12;2;1
"2014-03-01";"RO";3;2;1
"2015-03-01";"RO";17;2;1
"2015-03-01";"RO";34;2;1
"2015-03-01";"RO";21;2;395
"2015-03-01";"RO";26;2;2
"2015-03-01";"RO";16;2;493
"2017-03-01";"RO";41;2;1
"2017-03-01";"RO";11;2;39
"2019-03-01";"RO";9;2;1
"2019-03-01";"RO";3;2;9
"2006-04-01";"RO";39;2;13
"2007-04-01";"RO";21;2;98
"2009-04-01";"RO";49;2;124
"2010-04-01";"RO";50;2;1
"2010-04-01";"RO";3;2;1
"2011-04-01";"RO";41;2;2
"2011-04-01";"RO";16;2;1700
"2011-04-01";"RO";11;2;456
"2011-04-01";"RO";12;2;3
"2012-04-01";"RO";13;2;2
"2013-04-01";"RO";1;2;3
"2014-04-01";"RO";13;2;1
"2014-04-01";"RO";40;2;2
"2014-04-01";"RO";16;2;261
"2015-04-01";"RO";16;2;358
"2015-04-01";"RO";11;2;118
"2016-04-01";"RO";11;2;18
"2017-04-01";"RO";2;2;1
"2018-04-01";"RO";21;2;25
"2018-04-01";"RO";20;2;1
"2018-04-01";"RO";28;2;1
"2018-04-01";"RO";5;2;2
"2018-04-01";"RO";4;2;3
"2018-04-01";"RO";7;2;1
"2018-04-01";"RO";3;2;1
"2019-04-01";"RO";41;2;2
"2019-04-01";"RO";35;2;1
"2019-04-01";"RO";33;2;1
"2008-05-01";"RO";41;2;1
"2008-05-01";"RO";21;2;171
"2009-05-01";"RO";49;2;142
"2010-05-01";"RO";3;2;4
"2013-05-01";"RO";21;2;249
"2013-05-01";"RO";13;2;3
"2013-05-01";"RO";11;2;36
"2014-05-01";"RO";11;2;60
"2015-05-01";"RO";16;2;298
"2016-05-01";"RO";16;2;498
"2016-05-01";"RO";39;2;582
"2017-05-01";"RO";34;2;2
"2017-05-01";"RO";11;2;49
"2018-05-01";"RO";16;2;31
"2018-05-01";"RO";39;2;10
"2018-05-01";"RO";3;2;5
"2019-05-01";"RO";41;2;6
"2006-06-01";"RO";16;2;207
"2007-06-01";"RO";16;2;376
"2007-06-01";"RO";36;2;1
"2008-06-01";"RO";12;2;1
"2009-06-01";"RO";39;2;139
"2010-06-01";"RO";35;2;1
"2010-06-01";"RO";4;2;1
"2011-06-01";"RO";11;2;105
"2011-06-01";"RO";3;2;2
"2012-06-01";"RO";19;2;1
"2012-06-01";"RO";21;2;406
"2014-06-01";"RO";21;2;198
"2015-06-01";"RO";41;2;1
"2015-06-01";"RO";26;2;1
"2015-06-01";"RO";11;2;82
"2015-06-01";"RO";32;2;1
"2016-06-01";"RO";21;2;185
"2017-06-01";"RO";10;2;1
"2017-06-01";"RO";11;2;31
"2018-06-01";"RO";24;2;5
"2018-06-01";"RO";23;2;6
"2018-06-01";"RO";39;2;203
"2018-06-01";"RO";32;2;1
"2019-06-01";"RO";21;2;4827
"2019-06-01";"RO";12;2;1
"2008-07-01";"RO";19;2;1
"2008-07-01";"RO";21;2;608
"2009-07-01";"RO";21;2;193
"2009-07-01";"RO";20;2;1
"2010-07-01";"RO";16;2;1508
"2010-07-01";"RO";36;2;1
"2011-07-01";"RO";26;2;2
"2015-07-01";"RO";23;2;2
"2015-07-01";"RO";40;2;1
"2023-02-01";"RO";23;3;15
"2023-02-01";"RO";35;3;2
"2023-02-01";"RO";31;3;8
"2022-04-01";"RO";48;3;1
"2022-05-01";"RO";15;3;1
"2023-02-01";"RO";19;3;9
"2023-02-01";"RO";13;3;7
"2023-02-01";"RO";40;3;2
"2023-02-01";"RO";33;3;15
"2023-02-01";"RO";11;3;13
"2023-02-01";"RO";1;3;9
"2023-02-01";"RO";22;3;9
"2023-02-01";"RO";52;3;5
"2023-02-01";"RO";25;3;3
"2021-05-01";"RO";38;3;1
"2022-08-01";"RO";26;3;1
"2021-10-01";"RO";30;3;1
"2021-11-01";"RO";24;3;1
"2023-02-01";"RO";8;3;14
"2023-02-01";"RO";30;3;5
"2023-02-01";"RO";34;3;2
"2023-02-01";"RO";45;3;3
"2023-02-01";"RO";28;3;17
"2023-02-01";"RO";9;3;32
"2023-02-01";"RO";48;3;7
"2023-02-01";"RO";7;3;3
"2023-02-01";"RO";44;3;8
"2023-02-01";"RO";3;3;6
"2021-06-01";"RO";21;3;1
"2018-05-01";"RO";45;4;1
"2020-08-01";"RO";20;5;1
"2009-10-01";"RO";8;6;1
"2020-11-01";"RO";23;6;2
"2020-11-01";"RO";44;6;1
"2023-02-01";"RO";49;6;1
"2008-01-01";"RO";21;7;1
"2008-01-01";"RO";40;7;3
"2008-01-01";"RO";36;7;2
"2009-01-01";"RO";41;7;2
"2010-01-01";"RO";50;7;3
"2011-01-01";"RO";27;7;1
"2011-01-01";"RO";41;7;5
"2011-01-01";"RO";40;7;11
"2012-01-01";"RO";27;7;1
"2012-01-01";"RO";48;7;1
"2012-01-01";"RO";12;7;11
"2013-01-01";"RO";51;7;1
"2014-01-01";"RO";14;7;2
"2016-01-01";"RO";33;7;2
"2017-01-01";"RO";15;7;2
"2017-01-01";"RO";49;7;3
"2017-01-01";"RO";39;7;3
"2018-01-01";"RO";1;7;1
"2018-01-01";"RO";36;7;2
"2019-01-01";"RO";29;7;3
"2019-01-01";"RO";11;7;1
"2019-01-01";"RO";12;7;45
"2007-02-01";"RO";16;7;1
"2008-02-01";"RO";26;7;3
"2008-02-01";"RO";35;7;1
"2008-02-01";"RO";12;7;3
"2008-02-01";"RO";3;7;3
"2009-02-01";"RO";26;7;11
"2011-02-01";"RO";34;7;3
"2011-02-01";"RO";14;7;1
"2011-02-01";"RO";33;7;8
"2012-02-01";"RO";36;7;3
"2013-02-01";"RO";13;7;6
"2013-02-01";"RO";28;7;2
"2013-02-01";"RO";12;7;8
"2014-02-01";"RO";29;7;4
"2014-02-01";"RO";13;7;6
"2015-02-01";"RO";41;7;2
"2015-02-01";"RO";12;7;1
"2015-02-01";"RO";52;7;1
"2015-02-01";"RO";44;7;4
"2016-02-01";"RO";3;7;4
"2017-02-01";"RO";17;7;4
"2017-02-01";"RO";35;7;1
"2017-02-01";"RO";38;7;1
"2018-02-01";"RO";19;7;1
"2018-02-01";"RO";21;7;1
"2018-02-01";"RO";40;7;23
"2018-02-01";"RO";20;7;1
"2019-02-01";"RO";8;7;1
"2019-02-01";"RO";12;7;22
"2008-03-01";"RO";40;7;1
"2008-03-01";"RO";12;7;1
"2009-03-01";"RO";41;7;1
"2009-03-01";"RO";31;7;1
"2009-03-01";"RO";11;7;1
"2011-03-01";"RO";17;7;2
"2011-03-01";"RO";13;7;2
